task_id,task_type,source_dataset,source_url,split,original_id,complexity_level,domain,task_content,ground_truth_type,ground_truth_source,scoring_rubric_id,answerable_label,license_or_access_note
P-L1-NPLAN-0003,planning,NaturalPlan/calendar_scheduling,https://github.com/google-deepmind/natural-plan,data_json,calendar_scheduling_example_7,L1,calendar_scheduling,"You are an expert at scheduling meetings. You are given a few constraints on the existing schedule of each participant, the meeting duration, and possibly some preferences on the meeting time. Note there exists a solution that works with existing schedule of every participant. Here are a few example tasks and solutions:

TASK: You need to schedule a meeting for Heather, Nicholas and Zachary for half an hour between the work hours of 9:00 to 17:00 on Monday. 

Here are the existing schedules for everyone during the day: 
Heather has blocked their calendar on Monday during 9:00 to 9:30, 10:30 to 11:00, 13:00 to 14:00, 14:30 to 15:00, 16:00 to 16:30; 
Nicholashas no meetings the whole day.
Zachary has blocked their calendar on Monday during 9:00 to 10:30, 11:00 to 12:00, 12:30 to 13:00, 13:30 to 16:30; 

Zachary would rather not meet on Monday after 14:00. Find a time that works for everyone's schedule and constraints. 
SOLUTION:",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L2-NPLAN-0034,planning,NaturalPlan/meeting_planning,https://github.com/google-deepmind/natural-plan,data_json,meeting_planning_example_117,L2,meeting_planning,"You are visiting San Francisco for the day and want to meet as many friends as possible. Solve the problem by considering various different schedules and picking the best one to optimize your goals.

Travel distances (in minutes):
Pacific Heights to Russian Hill: 7.
Pacific Heights to Presidio: 11.
Russian Hill to Pacific Heights: 7.
Russian Hill to Presidio: 14.
Presidio to Pacific Heights: 11.
Presidio to Russian Hill: 14.

CONSTRAINTS: You arrive at Pacific Heights at 9:00AM. William will be at Russian Hill from 9:30PM to 10:15PM. You'd like to meet William for a minimum of 30 minutes. Matthew will be at Presidio from 7:30AM to 8:00AM. You'd like to meet Matthew for a minimum of 15 minutes.

Your response should start with 'SOLUTION:'.",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L2-NPLAN-0020,planning,NaturalPlan/calendar_scheduling,https://github.com/google-deepmind/natural-plan,data_json,calendar_scheduling_example_293,L2,calendar_scheduling,"You are an expert at scheduling meetings. You are given a few constraints on the existing schedule of each participant, the meeting duration, and possibly some preferences on the meeting time. Note there exists a solution that works with existing schedule of every participant. Here are a few example tasks and solutions:

TASK: You need to schedule a meeting for Scott, Nicholas, Donna, Vincent and Ann for half an hour between the work hours of 9:00 to 17:00 on Monday. 

Here are the existing schedules for everyone during the day: 
Scott is free the entire day.
Nicholas has blocked their calendar on Monday during 11:00 to 11:30, 15:30 to 16:00; 
Donna has meetings on Monday during 9:30 to 10:00, 12:00 to 12:30, 14:00 to 14:30, 16:00 to 16:30; 
Vincent is busy on Monday during 9:30 to 11:00, 11:30 to 12:00, 13:30 to 14:30, 15:30 to 16:30; 
Ann has meetings on Monday during 9:30 to 11:00, 12:00 to 13:00, 14:00 to 15:00, 16:30 to 17:00; 

Vincent do not want to meet on Monday after 14:30. Find a time that works for everyone's schedule and constraints. 
SOLUTION:",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L2-NPLAN-0002,planning,NaturalPlan/calendar_scheduling,https://github.com/google-deepmind/natural-plan,data_json,calendar_scheduling_example_606,L2,calendar_scheduling,"You are an expert at scheduling meetings. You are given a few constraints on the existing schedule of each participant, the meeting duration, and possibly some preferences on the meeting time. Note there exists a solution that works with existing schedule of every participant. Here are a few example tasks and solutions:

TASK: You need to schedule a meeting for Amy and Denise for half an hour between the work hours of 9:00 to 17:00 on either Monday or Tuesday. 

Here are the existing schedules for everyone during the days: 
Amy has blocked their calendar on Monday during 10:00 to 11:00, 12:00 to 12:30, 15:30 to 17:00, Tuesday during 9:00 to 10:00, 11:30 to 12:00, 13:30 to 14:00, 15:30 to 16:00, 16:30 to 17:00; 
Denise is busy on Monday during 9:00 to 9:30, 10:00 to 17:00, Tuesday during 9:00 to 10:30, 12:30 to 16:00, 16:30 to 17:00; 

Denise do not want to meet on Tuesday. Find a time that works for everyone's schedule and constraints. 
SOLUTION:",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L2-NPLAN-0032,planning,NaturalPlan/meeting_planning,https://github.com/google-deepmind/natural-plan,data_json,meeting_planning_example_177,L2,meeting_planning,"You are visiting San Francisco for the day and want to meet as many friends as possible. Solve the problem by considering various different schedules and picking the best one to optimize your goals.

Travel distances (in minutes):
Fisherman's Wharf to Bayview: 26.
Fisherman's Wharf to Embarcadero: 8.
Bayview to Fisherman's Wharf: 25.
Bayview to Embarcadero: 19.
Embarcadero to Fisherman's Wharf: 6.
Embarcadero to Bayview: 21.

CONSTRAINTS: You arrive at Fisherman's Wharf at 9:00AM. Michelle will be at Bayview from 7:45PM to 9:15PM. You'd like to meet Michelle for a minimum of 90 minutes. James will be at Embarcadero from 3:45PM to 5:15PM. You'd like to meet James for a minimum of 75 minutes.

Your response should start with 'SOLUTION:'.",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L2-NPLAN-0027,planning,NaturalPlan/meeting_planning,https://github.com/google-deepmind/natural-plan,data_json,meeting_planning_example_84,L2,meeting_planning,"You are visiting San Francisco for the day and want to meet as many friends as possible. Solve the problem by considering various different schedules and picking the best one to optimize your goals.

Travel distances (in minutes):
Alamo Square to Haight-Ashbury: 5.
Haight-Ashbury to Alamo Square: 5.

CONSTRAINTS: You arrive at Alamo Square at 9:00AM. Thomas will be at Haight-Ashbury from 11:00AM to 1:00PM. You'd like to meet Thomas for a minimum of 30 minutes.

Your response should start with 'SOLUTION:'.",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L2-NPLAN-0016,planning,NaturalPlan/calendar_scheduling,https://github.com/google-deepmind/natural-plan,data_json,calendar_scheduling_example_103,L2,calendar_scheduling,"You are an expert at scheduling meetings. You are given a few constraints on the existing schedule of each participant, the meeting duration, and possibly some preferences on the meeting time. Note there exists a solution that works with existing schedule of every participant. Here are a few example tasks and solutions:

TASK: You need to schedule a meeting for Diane, Jack, Eugene and Patricia for half an hour between the work hours of 9:00 to 17:00 on Monday. 

Here are the existing schedules for everyone during the day: 
Diane has blocked their calendar on Monday during 9:30 to 10:00, 14:30 to 15:00; 
Jack has blocked their calendar on Monday during 13:30 to 14:00, 14:30 to 15:00; 
Eugene has blocked their calendar on Monday during 9:00 to 10:00, 10:30 to 11:30, 12:00 to 14:30, 15:00 to 16:30; 
Patricia has blocked their calendar on Monday during 9:30 to 10:30, 11:00 to 12:00, 12:30 to 14:00, 15:00 to 16:30; 

Find a time that works for everyone's schedule and constraints. 
SOLUTION:",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L2-NPLAN-0040,planning,NaturalPlan/meeting_planning,https://github.com/google-deepmind/natural-plan,data_json,meeting_planning_example_171,L2,meeting_planning,"You are visiting San Francisco for the day and want to meet as many friends as possible. Solve the problem by considering various different schedules and picking the best one to optimize your goals.

Travel distances (in minutes):
Nob Hill to The Castro: 17.
Nob Hill to Golden Gate Park: 17.
The Castro to Nob Hill: 16.
The Castro to Golden Gate Park: 11.
Golden Gate Park to Nob Hill: 20.
Golden Gate Park to The Castro: 13.

CONSTRAINTS: You arrive at Nob Hill at 9:00AM. Jason will be at The Castro from 11:00AM to 4:30PM. You'd like to meet Jason for a minimum of 90 minutes. Charles will be at Golden Gate Park from 7:15AM to 11:00AM. You'd like to meet Charles for a minimum of 15 minutes.

Your response should start with 'SOLUTION:'.",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L2-NPLAN-0015,planning,NaturalPlan/calendar_scheduling,https://github.com/google-deepmind/natural-plan,data_json,calendar_scheduling_example_672,L2,calendar_scheduling,"You are an expert at scheduling meetings. You are given a few constraints on the existing schedule of each participant, the meeting duration, and possibly some preferences on the meeting time. Note there exists a solution that works with existing schedule of every participant. Here are a few example tasks and solutions:

TASK: You need to schedule a meeting for Harold and Donna for half an hour between the work hours of 9:00 to 17:00 on either Monday or Tuesday. 

Here are the existing schedules for everyone during the days: 
Harold is busy on Monday during 9:30 to 10:00, 12:00 to 12:30, 13:30 to 14:00, 14:30 to 15:30, Tuesday during 10:30 to 11:00, 11:30 to 12:00, 12:30 to 13:00, 14:30 to 15:00, 15:30 to 16:00; 
Donna is busy on Monday during 9:00 to 11:00, 12:30 to 16:00, Tuesday during 9:00 to 10:30, 12:00 to 17:00; 

Harold do not want to meet on Monday after 12:30. Donna would like to avoid more meetings on Tuesday. Find a time that works for everyone's schedule and constraints. 
SOLUTION:",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L2-NPLAN-0008,planning,NaturalPlan/calendar_scheduling,https://github.com/google-deepmind/natural-plan,data_json,calendar_scheduling_example_213,L2,calendar_scheduling,"You are an expert at scheduling meetings. You are given a few constraints on the existing schedule of each participant, the meeting duration, and possibly some preferences on the meeting time. Note there exists a solution that works with existing schedule of every participant. Here are a few example tasks and solutions:

TASK: You need to schedule a meeting for Jeremy, Diana, Beverly, Diane and Megan for one hour between the work hours of 9:00 to 17:00 on Monday. 

Here are the existing schedules for everyone during the day: 
Jeremy has blocked their calendar on Monday during 9:00 to 9:30, 11:00 to 11:30, 13:30 to 14:00, 15:00 to 15:30; 
Diana's calendar is wide open the entire day.
Beverly is free the entire day.
Diane has meetings on Monday during 9:00 to 9:30, 10:00 to 10:30, 12:30 to 13:30, 14:00 to 14:30, 15:30 to 17:00; 
Megan is busy on Monday during 9:00 to 10:00, 10:30 to 11:30, 12:30 to 13:00, 14:00 to 16:30; 

Find a time that works for everyone's schedule and constraints. 
SOLUTION:",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L3-NPLAN-0001,planning,NaturalPlan/calendar_scheduling,https://github.com/google-deepmind/natural-plan,data_json,calendar_scheduling_example_470,L3,calendar_scheduling,"You are an expert at scheduling meetings. You are given a few constraints on the existing schedule of each participant, the meeting duration, and possibly some preferences on the meeting time. Note there exists a solution that works with existing schedule of every participant. Here are a few example tasks and solutions:

TASK: You need to schedule a meeting for Jordan, Madison, Kimberly, Carol, Nathan, Walter and Aaron for half an hour between the work hours of 9:00 to 17:00 on Monday. 

Here are the existing schedules for everyone during the day: 
Jordan is busy on Monday during 9:00 to 9:30, 11:00 to 11:30, 12:30 to 13:00, 13:30 to 14:00; 
Madison has meetings on Monday during 10:00 to 11:00, 11:30 to 12:00, 14:30 to 15:30, 16:30 to 17:00; 
Kimberly has blocked their calendar on Monday during 11:30 to 12:00, 16:30 to 17:00; 
Carol has meetings on Monday during 9:00 to 9:30, 10:30 to 12:00, 13:30 to 14:00, 16:00 to 16:30; 
Nathan has meetings on Monday during 10:00 to 14:00, 14:30 to 15:30, 16:00 to 17:00; 
Walter has blocked their calendar on Monday during 9:00 to 9:30, 10:00 to 10:30, 11:00 to 11:30, 12:00 to 12:30, 13:30 to 14:00, 14:30 to 16:00; 
Aaron has blocked their calendar on Monday during 9:00 to 9:30, 10:00 to 10:30, 11:00 to 12:00, 13:30 to 14:00, 15:30 to 17:00; 

Carol would rather not meet on Monday after 10:00. Find a time that works for everyone's schedule and constraints. 
SOLUTION:",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L3-NPLAN-0013,planning,NaturalPlan/calendar_scheduling,https://github.com/google-deepmind/natural-plan,data_json,calendar_scheduling_example_728,L3,calendar_scheduling,"You are an expert at scheduling meetings. You are given a few constraints on the existing schedule of each participant, the meeting duration, and possibly some preferences on the meeting time. Note there exists a solution that works with existing schedule of every participant. Here are a few example tasks and solutions:

TASK: You need to schedule a meeting for Abigail and Albert for half an hour between the work hours of 9:00 to 17:00 on either Monday, Tuesday or Wednesday. 

Here are the existing schedules for everyone during the days: 
Abigail is busy on Monday during 9:00 to 10:00, 11:00 to 12:00, 12:30 to 13:00, 14:30 to 15:00, Tuesday during 12:30 to 13:00, Wednesday during 14:00 to 14:30; 
Albert is busy on Monday during 9:00 to 9:30, 10:00 to 11:00, 12:00 to 14:30, 15:00 to 15:30, 16:30 to 17:00, Tuesday during 10:30 to 12:00, 12:30 to 13:00, 14:00 to 15:00, 16:30 to 17:00, Wednesday during 9:30 to 10:30, 12:00 to 13:30, 14:30 to 15:30; 

Abigail would rather not meet on Monday. Albert can not meet on Tuesday. The group would like to meet at their earlist availability.
Find a time that works for everyone's schedule and constraints. 
SOLUTION:",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L3-NPLAN-0012,planning,NaturalPlan/calendar_scheduling,https://github.com/google-deepmind/natural-plan,data_json,calendar_scheduling_example_941,L3,calendar_scheduling,"You are an expert at scheduling meetings. You are given a few constraints on the existing schedule of each participant, the meeting duration, and possibly some preferences on the meeting time. Note there exists a solution that works with existing schedule of every participant. Here are a few example tasks and solutions:

TASK: You need to schedule a meeting for Emily and Elizabeth for one hour between the work hours of 9:00 to 17:00 on either Monday, Tuesday, Wednesday, Thursday or Friday. 

Here are the existing schedules for everyone during the days: 
Emily is busy on Monday during 12:00 to 12:30, 13:30 to 14:30, Tuesday during 13:00 to 13:30, Wednesday during 9:00 to 9:30, 10:00 to 11:00, 16:30 to 17:00, Thursday during 9:00 to 9:30, 11:30 to 12:00, 15:30 to 16:00, Friday during 12:30 to 13:00, 15:00 to 15:30, 16:00 to 16:30; 
Elizabeth has blocked their calendar on Monday during 9:00 to 10:30, 11:00 to 12:30, 13:00 to 13:30, 14:30 to 17:00, Tuesday during 9:00 to 10:30, 11:00 to 11:30, 12:00 to 13:30, 14:30 to 17:00, Wednesday during 9:00 to 10:30, 11:00 to 11:30, 12:00 to 17:00, Thursday during 9:30 to 10:30, 11:00 to 12:00, 12:30 to 14:00, 14:30 to 15:00, 15:30 to 17:00, Friday during 9:00 to 11:30, 12:00 to 14:00, 14:30 to 15:00, 15:30 to 17:00; 

Find a time that works for everyone's schedule and constraints. 
SOLUTION:",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L3-NPLAN-0022,planning,NaturalPlan/meeting_planning,https://github.com/google-deepmind/natural-plan,data_json,meeting_planning_example_248,L3,meeting_planning,"You are visiting San Francisco for the day and want to meet as many friends as possible. Solve the problem by considering various different schedules and picking the best one to optimize your goals.

Travel distances (in minutes):
Sunset District to Pacific Heights: 21.
Sunset District to Fisherman's Wharf: 29.
Sunset District to North Beach: 29.
Pacific Heights to Sunset District: 21.
Pacific Heights to Fisherman's Wharf: 13.
Pacific Heights to North Beach: 9.
Fisherman's Wharf to Sunset District: 27.
Fisherman's Wharf to Pacific Heights: 12.
Fisherman's Wharf to North Beach: 6.
North Beach to Sunset District: 27.
North Beach to Pacific Heights: 8.
North Beach to Fisherman's Wharf: 5.

CONSTRAINTS: You arrive at Sunset District at 9:00AM. Jeffrey will be at Pacific Heights from 12:00PM to 8:30PM. You'd like to meet Jeffrey for a minimum of 90 minutes. Margaret will be at Fisherman's Wharf from 8:45AM to 8:00PM. You'd like to meet Margaret for a minimum of 120 minutes. Laura will be at North Beach from 2:15PM to 4:15PM. You'd like to meet Laura for a minimum of 30 minutes.

Your response should start with 'SOLUTION:'.",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L3-NPLAN-0006,planning,NaturalPlan/calendar_scheduling,https://github.com/google-deepmind/natural-plan,data_json,calendar_scheduling_example_771,L3,calendar_scheduling,"You are an expert at scheduling meetings. You are given a few constraints on the existing schedule of each participant, the meeting duration, and possibly some preferences on the meeting time. Note there exists a solution that works with existing schedule of every participant. Here are a few example tasks and solutions:

TASK: You need to schedule a meeting for Ann and Susan for half an hour between the work hours of 9:00 to 17:00 on either Monday, Tuesday or Wednesday. 

Here are the existing schedules for everyone during the days: 
Ann has meetings on Monday during 12:00 to 13:00, 15:30 to 16:30, Tuesday during 9:00 to 9:30, 10:30 to 11:30, 13:00 to 15:00, Wednesday during 10:30 to 11:30, 13:00 to 13:30, 14:00 to 14:30, 16:00 to 16:30; 
Susan has blocked their calendar on Monday during 10:00 to 10:30, 11:00 to 12:00, 12:30 to 13:00, 13:30 to 14:00, 15:00 to 16:00, 16:30 to 17:00, Tuesday during 9:00 to 10:30, 11:00 to 11:30, 12:00 to 12:30, 13:00 to 13:30, 14:00 to 14:30, 15:00 to 16:00, Wednesday during 9:00 to 10:00, 10:30 to 13:30, 14:00 to 15:00, 16:00 to 16:30; 

Ann can not meet on Tuesday after 12:30. Wednesday. Susan do not want to meet on Monday. Find a time that works for everyone's schedule and constraints. 
SOLUTION:",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L3-NPLAN-0039,planning,NaturalPlan/meeting_planning,https://github.com/google-deepmind/natural-plan,data_json,meeting_planning_example_363,L3,meeting_planning,"You are visiting San Francisco for the day and want to meet as many friends as possible. Solve the problem by considering various different schedules and picking the best one to optimize your goals.

Travel distances (in minutes):
Richmond District to Bayview: 26.
Richmond District to Union Square: 21.
Richmond District to Alamo Square: 13.
Richmond District to Mission District: 20.
Bayview to Richmond District: 25.
Bayview to Union Square: 17.
Bayview to Alamo Square: 16.
Bayview to Mission District: 13.
Union Square to Richmond District: 20.
Union Square to Bayview: 15.
Union Square to Alamo Square: 15.
Union Square to Mission District: 14.
Alamo Square to Richmond District: 12.
Alamo Square to Bayview: 16.
Alamo Square to Union Square: 14.
Alamo Square to Mission District: 10.
Mission District to Richmond District: 20.
Mission District to Bayview: 15.
Mission District to Union Square: 15.
Mission District to Alamo Square: 11.

CONSTRAINTS: You arrive at Richmond District at 9:00AM. Karen will be at Bayview from 2:45PM to 7:15PM. You'd like to meet Karen for a minimum of 90 minutes. Ronald will be at Union Square from 9:45AM to 10:15AM. You'd like to meet Ronald for a minimum of 30 minutes. Rebecca will be at Alamo Square from 4:30PM to 7:15PM. You'd like to meet Rebecca for a minimum of 120 minutes. Helen will be at Mission District from 8:30PM to 10:00PM. You'd like to meet Helen for a minimum of 45 minutes.

Your response should start with 'SOLUTION:'.",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L3-NPLAN-0010,planning,NaturalPlan/calendar_scheduling,https://github.com/google-deepmind/natural-plan,data_json,calendar_scheduling_example_467,L3,calendar_scheduling,"You are an expert at scheduling meetings. You are given a few constraints on the existing schedule of each participant, the meeting duration, and possibly some preferences on the meeting time. Note there exists a solution that works with existing schedule of every participant. Here are a few example tasks and solutions:

TASK: You need to schedule a meeting for Nicole, Wayne, Gerald, Christian, Harold, Larry and Jason for half an hour between the work hours of 9:00 to 17:00 on Monday. 

Here are the existing schedules for everyone during the day: 
Nicole has meetings on Monday during 9:00 to 9:30, 11:00 to 11:30, 12:30 to 13:00, 14:30 to 15:00; 
Wayne has blocked their calendar on Monday during 10:30 to 11:00, 11:30 to 12:00, 12:30 to 13:00, 14:30 to 15:30, 16:00 to 16:30; 
Gerald has blocked their calendar on Monday during 9:30 to 10:00, 10:30 to 11:00; 
Christian's calendar is wide open the entire day.
Harold has blocked their calendar on Monday during 9:00 to 10:00, 10:30 to 14:00, 14:30 to 15:30, 16:30 to 17:00; 
Larry has blocked their calendar on Monday during 9:00 to 12:00, 12:30 to 13:00, 13:30 to 14:00, 14:30 to 15:30, 16:00 to 17:00; 
Jason is busy on Monday during 9:30 to 10:00, 10:30 to 11:00, 12:00 to 12:30, 13:30 to 15:30, 16:30 to 17:00; 

Find a time that works for everyone's schedule and constraints. 
SOLUTION:",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L3-NPLAN-0017,planning,NaturalPlan/calendar_scheduling,https://github.com/google-deepmind/natural-plan,data_json,calendar_scheduling_example_869,L3,calendar_scheduling,"You are an expert at scheduling meetings. You are given a few constraints on the existing schedule of each participant, the meeting duration, and possibly some preferences on the meeting time. Note there exists a solution that works with existing schedule of every participant. Here are a few example tasks and solutions:

TASK: You need to schedule a meeting for Philip and Roy for half an hour between the work hours of 9:00 to 17:00 on either Monday, Tuesday, Wednesday or Thursday. 

Here are the existing schedules for everyone during the days: 
Philip is busy on Monday during 10:00 to 10:30, 11:00 to 11:30, 13:30 to 14:30, 15:00 to 17:00, Tuesday during 10:30 to 11:00, 12:30 to 13:30, 14:00 to 15:30, 16:00 to 16:30, Wednesday during 9:00 to 9:30, 10:00 to 11:00, 11:30 to 12:00, 13:30 to 15:00, Thursday during 9:00 to 9:30, 11:30 to 12:00, 14:00 to 15:00, 15:30 to 16:00, 16:30 to 17:00; 
Roy is busy on Monday during 9:00 to 10:30, 11:00 to 14:30, 15:00 to 16:30, Tuesday during 9:00 to 17:00, Wednesday during 10:00 to 10:30, 11:00 to 12:00, 12:30 to 14:00, 14:30 to 16:00, 16:30 to 17:00, Thursday during 9:00 to 12:30, 13:00 to 17:00; 

Philip do not want to meet on Monday. Roy would like to avoid more meetings on Wednesday after 11:00. Thursday. Find a time that works for everyone's schedule and constraints. 
SOLUTION:",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L3-NPLAN-0029,planning,NaturalPlan/meeting_planning,https://github.com/google-deepmind/natural-plan,data_json,meeting_planning_example_296,L3,meeting_planning,"You are visiting San Francisco for the day and want to meet as many friends as possible. Solve the problem by considering various different schedules and picking the best one to optimize your goals.

Travel distances (in minutes):
Presidio to Pacific Heights: 11.
Presidio to Chinatown: 21.
Presidio to Bayview: 31.
Pacific Heights to Presidio: 11.
Pacific Heights to Chinatown: 11.
Pacific Heights to Bayview: 22.
Chinatown to Presidio: 19.
Chinatown to Pacific Heights: 10.
Chinatown to Bayview: 22.
Bayview to Presidio: 31.
Bayview to Pacific Heights: 23.
Bayview to Chinatown: 18.

CONSTRAINTS: You arrive at Presidio at 9:00AM. Thomas will be at Pacific Heights from 2:30PM to 4:30PM. You'd like to meet Thomas for a minimum of 45 minutes. Emily will be at Chinatown from 5:15PM to 10:00PM. You'd like to meet Emily for a minimum of 90 minutes. Carol will be at Bayview from 8:45AM to 2:15PM. You'd like to meet Carol for a minimum of 15 minutes.

Your response should start with 'SOLUTION:'.",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L3-NPLAN-0014,planning,NaturalPlan/calendar_scheduling,https://github.com/google-deepmind/natural-plan,data_json,calendar_scheduling_example_926,L3,calendar_scheduling,"You are an expert at scheduling meetings. You are given a few constraints on the existing schedule of each participant, the meeting duration, and possibly some preferences on the meeting time. Note there exists a solution that works with existing schedule of every participant. Here are a few example tasks and solutions:

TASK: You need to schedule a meeting for Thomas and Jennifer for half an hour between the work hours of 9:00 to 17:00 on either Monday, Tuesday, Wednesday, Thursday or Friday. 

Here are the existing schedules for everyone during the days: 
Thomas has blocked their calendar on Monday during 13:00 to 14:00, 16:30 to 17:00, Tuesday during 14:00 to 14:30, 16:30 to 17:00, Wednesday during 10:00 to 10:30, 11:00 to 11:30, 14:00 to 14:30, 16:00 to 16:30, Thursday during 10:00 to 10:30, 12:00 to 12:30, 13:00 to 13:30, 14:30 to 15:00, 15:30 to 16:00, Friday during 10:30 to 11:00, 12:30 to 13:30, 16:00 to 16:30; 
Jennifer is busy on Monday during 9:00 to 17:00, Tuesday during 9:00 to 17:00, Wednesday during 9:00 to 15:00, 15:30 to 16:00, 16:30 to 17:00, Thursday during 9:00 to 12:00, 12:30 to 13:30, 15:00 to 16:30, Friday during 9:00 to 12:00, 12:30 to 17:00; 

You would like to schedule the meeting at their earlist availability.
Find a time that works for everyone's schedule and constraints. 
SOLUTION:",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
P-L3-NPLAN-0007,planning,NaturalPlan/calendar_scheduling,https://github.com/google-deepmind/natural-plan,data_json,calendar_scheduling_example_342,L3,calendar_scheduling,"You are an expert at scheduling meetings. You are given a few constraints on the existing schedule of each participant, the meeting duration, and possibly some preferences on the meeting time. Note there exists a solution that works with existing schedule of every participant. Here are a few example tasks and solutions:

TASK: You need to schedule a meeting for Ryan, Brandon, Sandra, Jonathan, Elijah and Justin for one hour between the work hours of 9:00 to 17:00 on Monday. 

Here are the existing schedules for everyone during the day: 
Ryan has blocked their calendar on Monday during 10:00 to 10:30, 16:00 to 16:30; 
Brandon is free the entire day.
Sandra has blocked their calendar on Monday during 11:00 to 11:30, 15:30 to 16:00; 
Jonathan is busy on Monday during 9:00 to 12:00, 12:30 to 13:00, 14:00 to 16:30; 
Elijah has meetings on Monday during 9:30 to 11:00, 12:00 to 13:00, 14:00 to 16:30; 
Justin has meetings on Monday during 9:00 to 10:30, 11:30 to 13:00, 14:30 to 16:30; 

Find a time that works for everyone's schedule and constraints. 
SOLUTION:",rubric,Natural Plan golden_plan and official evaluation script,RUB-P-NPLAN-v1,answerable,"Natural Plan repository: code Apache-2.0, materials CC-BY per README."
